doctor_id,Doctor,hospital_id
6208,Carolyn King,24952
14989,Holly Chavez,13947
8030,Christy Watson,2616
39843,William Davis,38889
27193,Melissa Mcdonald,9441
236,Adam Keller,3643
36811,Tammy Crosby,68
32682,Robert Kline,25063
31962,Regina Todd,23642
33926,Sandra Harris,24358
37275,Teresa Thornton DVM,15719
2773,Anna Summers,8250
22908,Krista Johnson,1955
8452,Corey Delgado,11240
37916,Timothy Brooks,27884
16914,Jeffrey Clark,34692
7547,Christine Smith,16921
3487,Ashley Moon,11776
7224,Christian Miller,34963
3183,April Alvarez,26913
29670,Nathan Ho,37956
46,Aaron Hernandez,31000
26331,Mason Larson,31737
12014,Dwayne Boyd,38773
40287,Zachary Mendez,34214
31738,Rebecca Bautista,16085
3430,Ashley Henderson,14777
38102,Tina Chavez,26050
19236,Jonathan Hunter,38497
17067,Jeffrey Smith,21536
2678,Ann Solomon,36795
33072,Roger Caldwell,39272
7805,Christopher Matthews,18206
172,Abigail Wright,14457
26327,Mary Zimmerman,15732
7421,Christine Allen,5889
36047,Stephen Gregory,16867
5639,Bryan Henry,31390
32702,Robert Lyons,21845
9905,David Flores,13086
27694,Michael Martinez,33588
10591,Debra Randolph MD,13453
36946,Tanya Harrell,6369
5222,Brian Washington,16835
39431,Vincent Johnson,9423
12034,Dylan Collier,38369
32689,Robert Le,36040
22968,Kristen Harper,1621
8012,Christy Mack,31062
8234,Cody Russo,5197
31136,Peter Caldwell,31966
1243,Amanda Christensen,12744
34112,Sara Shaffer,12359
17406,Jennifer Olsen,38668
31895,Rebecca Williams,32888
31526,Ralph Glass,33103
32645,Robert Herring,18755
3958,Benjamin Hernandez,21942
13487,Felicia White,25606
29728,Nathan Wilson,16593
24593,Lisa Logan,2925
3530,Ashley Richards,23264
9365,Daniel Miller,37646
30953,Paul Mccormick,5958
12125,Eduardo Joseph,38593
8325,Colleen Ray MD,27926
29507,Nancy Young,15176
12700,Emily Mckenzie,22282
13841,Gary Cunningham,9669
38280,Tom Hill DDS,13906
26811,Megan Landry,2861
28768,Mr. Andrew Bryant PhD,4193
27217,Melissa Olson,8145
21690,Kayla Simpson,25460
38013,Timothy Miller,16447
7582,Christopher Baker,4831
10232,Dawn Butler MD,14845
6098,Carol Gallegos,34674
15815,James Lowery,14236
27380,Michael Alexander,36012
14242,Grace Woodard,33469
39020,Valerie Hartman,37004
31627,Randy Smith,23353
20716,Justin Wolfe,21067
24528,Lisa Guzman,29934
17740,Jerome Torres,14702
10211,David Williams,2562
22538,Kiara Nelson,39471
4087,Beth Taylor,29314
28415,Miss Erin Moore,10873
34836,Shane Stanton,21625
31421,Rachel Goodman,27915
23463,Lance Good,11526
30933,Paul Jones,5572
25092,Lynn Tran,23421
24702,Lisa Vasquez,26760
26681,Maureen Young,16291
10297,Dawn Powell,29074
12858,Eric Cruz,8386
22665,Kimberly Cunningham,6967
19404,Jordan Jones,19368
9900,David Fields,8816
27748,Michael Nelson,13767
6577,Catherine Wilson PhD,14834
15808,James Lee,19510
32147,Richard Ayers,570
14560,Hannah Oconnor,10182
17330,Jennifer Juarez,38605
29573,Natalie Soto,11195
40305,Zachary Poole,5923
35942,Stephanie Rivera,8479
10550,Debra Gray,7510
8405,Connie Stone,37854
17466,Jennifer Simmons,3922
11807,Dr. Mary Santiago DDS,31527
39485,Virginia Nunez,28394
13940,Gavin Richardson,32716
39560,Wanda Terry,29366
1621,Amber Wood,37112
27762,Michael Olson,37533
28348,Mikayla Wyatt,30490
38583,Tracy Mccoy,10209
22213,Kenneth Reynolds,19806
2432,Angela Holt,21129
32393,Rick Burns,18856
34455,Scott Day,33032
34642,Sean Green,3856
22908,Krista Johnson,19213
67,Aaron Mcdowell,28069
31940,Regina Donaldson,24410
10277,Dawn Martinez,29603
29158,Mrs. Colleen Garcia,369
39976,William Moore,433
25908,Mark Oneal,25736
9763,Darryl Rogers,25449
35526,Sierra Nolan,39758
40124,Willie Sparks,32587
14823,Heather Tyler,33452
30812,Patrick Salazar,14326
13326,Ethan Guerrero,33373
39311,Victoria Barajas,37520
11086,Diane Bishop,10783
11363,Donna Castro,14837
18697,John Clayton,20813
13654,Frederick Allen,29201
21443,Kathy Castro,11127
16581,Jason Patterson,8887
15350,Jacob Harrell,12305
24634,Lisa Owens,17519
33812,Samuel Freeman,34572
16406,Jason Anderson,33763
6525,Catherine Lopez,23431
16439,Jason Carter,31412
16,Aaron Cardenas,34123
32090,Rhonda Meyer,18770
35823,Stephanie Delgado,7262
12029,Dylan Booth,3196
1104,Allison Ryan,29407
2428,Angela Hernandez,15458
21375,Kathryn Jimenez,17678
38499,Traci Holland,14043
18750,John Ford,36630
3585,Ashley Wilson,33854
14015,George Phillips,357
11404,Donna Jefferson,3892
33756,Samantha Stone,21170
30552,Patricia Bonilla,1477
2027,Andrea Scott,14454
6701,Chad Wells,35953
26794,Megan Hernandez,28459
7137,Cheyenne Salazar,37283
12214,Edward Patton,12108
36586,Susan Salazar,16475
37370,Terry Miller,36652
1130,Alyssa Benson,15038
36528,Susan Lamb,18828
22280,Kerry Reyes,37581
34136,Sara White,37660
39926,William Johnson,11858
33510,Ryan Perez,39496
24571,Lisa Jordan,9276
31877,Rebecca Stephens,6183
33179,Ronald Norton,18310
33356,Ruth Blair,23184
16371,Jasmine Martin,24018
4907,Brent Payne,11429
23499,Larry Diaz,11214
33158,Ronald Lloyd,496
9353,Daniel Mason,18464
15479,Jacqueline Holland,399
18145,Jessica Rodriguez,5876
36596,Susan Smith,19136
12930,Eric Maynard,14041
18530,Jody Ruiz,25464
17517,Jennifer White,29105
3293,Ariel Carpenter,9980
27341,Melvin Wright,19146
22664,Kimberly Cummings,20132
2054,Andres Warner,31889
3531,Ashley Roberson,31027
29351,Mrs. Veronica Harvey,37447
36174,Steve Owens,8425
7882,Christopher Richardson DDS,10905
26085,Mary Arnold,12450
37669,Thomas Perkins,28931
5608,Bryan Brooks,36945
35207,Shawn Williams,32509
40224,Zachary Allison,29718
33501,Ryan Obrien,18464
39986,William Nash,31320
15512,Jacqueline Perez,28305
10938,Destiny Miller,17316
24859,Lori Perez,24972
22756,Kimberly Maldonado,2455
18170,Jessica Smith,20175
35856,Stephanie Hernandez,22187
38733,Trevor Ballard,16114
26755,Megan Brown,14427
32140,Richard Anderson,34860
10220,David Young,18537
19426,Jordan Pittman,20310
8877,Curtis Smith,32117
4327,Bonnie Walker,22443
13507,Fernando Silva,3835
19020,John Wallace,7483
28485,Misty Rodriguez,23096
5471,Brittney Abbott,22112
31748,Rebecca Brown,1703
8748,Crystal Harris,24137
33759,Samantha Terry,15000
27135,Melissa Hale,34204
31672,Raymond Cox,14928
10891,Derrick Rocha,24015
4164,Bianca Benson,28889
35578,Sophia Shaw,13994
6313,Carrie Stewart,18233
13424,Evelyn Henry,14766
27395,Michael Arroyo,4196
15730,James Gonzales,34825
38179,Tina Thomas,26546
29537,Natalie Jackson,4910
14373,Gregory Manning,37351
29983,Nichole Hayes,34486
1357,Amanda Meadows,13949
31422,Rachel Green,21157
29393,Ms. Kendra Leon,37863
5809,Calvin Lee,9008
15649,James Butler,31581
31389,Rachel Brown,23904
16057,Jamie Gordon,23080
15594,Jake Ortiz,22182
1737,Amy Johnson,36571
32639,Robert Heath,18371
2696,Anna Bowman,9434
3286,Ariana Moon,2954
28726,Morgan Jacobs,13740
17300,Jennifer Hernandez,7342
35872,Stephanie Joseph,11563
4026,Benjamin Webster,11809
18112,Jessica Parrish,31693
462,Albert Moore,20047
38830,Troy Morrison MD,3119
20471,Julie Mcclure,221
20518,Julie Summers,1811
13525,Frances Short,34270
36428,Sue Hodges,4762
15976,James Valencia,35795
17964,Jessica Cox,332
18243,Jesus Taylor,13947
28347,Mikayla Warren,6975
19672,Joseph Faulkner,16587
11593,Douglas Stewart,36116
20681,Justin Sheppard,10617
35267,Sheila Smith,10730
18899,John Myers,28882
10208,David White,20845
12009,Dustin Williams,28089
35502,Shirley Oneill,19249
29356,Mrs. Whitney Larson,11736
9330,Daniel Kent,9411
32473,Rita Kemp,5971
10065,David Murphy,11378
29348,Mrs. Tiffany Bryant MD,22723
32679,Robert Kent,16499
12313,Elijah Fisher,23539
7044,Cheryl Cantrell DDS,946
1176,Alyssa Nielsen,39456
26693,Maurice Howard,13656
7048,Cheryl Chase,5467
21143,Katherine Hernandez,8122
33825,Samuel Hendricks,844
18319,Jillian Booth,8574
14484,Haley Norris,3555
20129,Joshua White,2289
106,Aaron Stanley,18925
20063,Joshua Padilla,4174
34293,Sarah Nguyen,36304
38594,Tracy Noble,14094
20753,Kaitlyn Herrera,11786
36068,Stephen Jones,18408
2340,Angela Anderson,39460
1339,Amanda Lin,20000
35471,Sherry Vazquez,21401
13118,Erik Butler,25937
5500,Brittney Wilson,5120
5002,Brian Calderon,36938
40195,Yvette Williams,28104
27835,Michael Sanders,34561
11721,Dr. Jacqueline Velasquez,36923
12764,Emily Taylor,6037
12969,Eric Rogers,25470
2717,Anna Friedman,36142
14213,Gloria Nicholson,31737
28242,Michelle Reeves,4383
25327,Marcus Hernandez,28495
7591,Christopher Baxter,14884
25829,Mark Hernandez,24399
16643,Jason Todd,8539
14814,Heather Stephens,33791
3617,Audrey Weaver,16950
10097,David Peterson,3666
17867,Jesse Owen,33426
9106,Dan Hernandez,18194
35921,Stephanie Owens,33152
30718,Patrick Boyd,16219
21206,Katherine Sellers,28653
35891,Stephanie Mann,38969
23251,Kristy Jefferson,17906
24875,Lori Schmidt,11893
32387,Richard Woods,20149
36544,Susan Miller,11587
6625,Chad Cooper,26370
7289,Christina Drake,23478
28583,Molly Williams,9401
4576,Brandon Mcgee,16936
25774,Mark Curtis,36352
12445,Elizabeth Huerta,3594
21932,Kelly Lopez,20763
28577,Molly Summers,28991
27400,Michael Avila,23626
12113,Edgar Rhodes,19183
20182,Joyce Thompson,14609
783,Alexis Barber,29522
17306,Jennifer Hodges,12341
29898,Nicholas Newton,36074
36812,Tammy Cummings,358
39779,William Arroyo,18375
33309,Ruben Willis,27522
7399,Christina Townsend,1451
33530,Ryan Rodriguez,10761
7775,Christopher Kelly,23897
19735,Joseph Jones,10731
9327,Daniel Jones,32322
9416,Daniel Rojas,33875
38117,Tina Gillespie,3744
31022,Paul Villegas,3615
7230,Christian Phillips,14188
36499,Susan Hall,30500
31891,Rebecca Warren,19451
4281,Bobby Mitchell,9913
34604,Scott Wilson,27696
9896,David Evans,29546
296,Adam Singh,7827
5761,Caitlyn Aguilar,19041
17007,Jeffrey Merritt,35419
33556,Ryan Turner,13896
22735,Kimberly Johnston,15020
33875,Samuel Vargas,12615
29920,Nicholas Richard,8098
19174,Jonathan Brown,37857
14564,Hannah Perkins,23376
10572,Debra Martin,35579
6051,Carly Wilson,4929
38741,Trevor Fernandez,30967
39069,Vanessa Buchanan DDS,25916
3765,Barbara Davis,24792
29668,Nathan Haynes,34012
30472,Pamela Martinez,15894
6884,Charles Sampson,10063
32708,Robert Marquez,16768
33954,Sandra Love,38799
28041,Michele Stewart,26856
33840,Samuel Lopez,24774
6737,Charles Brown,9701
7801,Christopher Martin,30932
32961,Robin Marshall,22482
21775,Keith Melton,38695
37490,Theresa Warren,20205
6006,Carlos Love,33783
1971,Andrea Hernandez,14030
11546,Douglas Johnson,12972
4739,Breanna Williams,6381
38573,Tracy King,13739
20724,Kaitlin Castro,36574
36038,Stephen Gates,6513
22570,Kim Gonzalez,20678
18500,Jodi Dixon,26676
20333,Julia Miller,19762
33202,Ronald Smith,37982
12219,Edward Ramirez,35451
38262,Todd Thompson,23453
37308,Terri Frost,27744
4772,Brenda Grant MD,3200
25217,Mallory Smith,37013
15894,James Perez,39049
251,Adam Marshall,15287
15523,Jacqueline Smith,32871
16481,Jason Garcia,18389
2884,Anthony Arellano,10048
31874,Rebecca Smith,38906
27484,Michael Conley,15813
19289,Jonathan Pena,18641
37028,Tara Tucker,20037
8406,Connie Thomas,22662
33142,Ronald Gray,14858
39883,William Gonzalez,21882
31607,Randy Larson,2946
17732,Jerome Hall,12390
5977,Carla Snow,25260
27704,Michael Mcclain,8093
31496,Rachel Rose,15038
18820,John Jones,3191
20429,Julie Graham,25278
20706,Justin Watson,23696
8721,Crystal Cain,23490
22814,Kimberly Reid,24370
9276,Daniel French,26217
19623,Joseph Brock,33594
16547,Jason Martinez,11342
37445,Theresa Hill,16880
26600,Matthew Ryan,14845
30949,Paul Mata,16699
32216,Richard Gould,1968
40172,Yolanda Jacobson,22710
21885,Kelly Freeman,9099
24517,Lisa Goodwin,13706
11842,Dr. Ricardo Gibson,35041
16580,Jason Patel,26821
15623,James Benitez,9675
19007,John Torres,30115
27857,Michael Smith,36698
17058,Jeffrey Schmidt,15630
7687,Christopher Foster,27398
38898,Tyler Gordon,37317
39832,William Contreras,25553
25058,Lydia Petersen,36080
10142,David Schultz,33341
20668,Justin Rodriguez,36602
19189,Jonathan Colon III,26113
1650,Amy Caldwell,1077
27823,Michael Robinson,12439
28915,Mr. John Arnold,3677
11861,Dr. Spencer Cobb,30
39189,Veronica Kennedy,10875
12403,Elizabeth Foster,38433
35232,Sheila Brewer,13332
34496,Scott Hunter,36792
6230,Carolyn Pollard,10333
33704,Samantha Mclean,20301
1349,Amanda Martinez,17651
1000,Allen Bates,1790
20153,Joy Ortiz,17898
31726,Rebecca Abbott,14612
17465,Jennifer Sheppard,23712
3083,Anthony Simon,33771
37999,Timothy Lopez,1826
35925,Stephanie Patel,25732
2698,Anna Brown,23349
20617,Justin Lee,8646
2064,Andrew Barber,9319
32396,Rick Hanson,33601
7379,Christina Robertson,16705
10343,Dean Wade,20597
12485,Elizabeth Mcdonald,11122
36483,Susan Farrell,14124
12427,Elizabeth Hall,23016
26915,Meghan Richard,19403
7572,Christopher Alexander,18427
23027,Kristen Wilkins,26775
34842,Shane Walsh,33918
12704,Emily Mendez,16485
36549,Susan Mullen,37508
26093,Mary Bautista,27862
39886,William Green,25614
35660,Stacey Russell,35034
36254,Steven Hayden,10440
19185,Jonathan Cline,13103
20233,Juan Rodriguez,6259
36599,Susan Steele,38646
4494,Brandon Bean,31109
8945,Cynthia Lamb,6418
38744,Trevor Fowler,16461
32930,Robin Chavez,16688
11979,Dustin Olson,1049
13898,Gary Patel,5731
25863,Mark Lane,10371
22489,Kevin Singh DDS,27746
28695,Monique Washington,2679
18783,John Guzman,27710
36299,Steven Martinez,15043
15803,James Larsen,32810
10577,Debra Mendoza,1718
31902,Rebecca Wu,10538
5145,Brian Ochoa,14889
17531,Jenny Elliott,3232
37754,Tiffany Brooks,7130
21946,Kelly Miller,10742
3583,Ashley Williams,29672
14572,Hannah Russell,34365
12907,Eric Johnson,13234
15511,Jacqueline Payne,33794
37571,Thomas Gutierrez,1708
4504,Brandon Carrillo,795
4012,Benjamin Stephens,21248
22436,Kevin Nash,15039
20666,Justin Rivera,5666
5126,Brian Moore,23032
34895,Shannon Harris,11056
1585,Amber Richards,31739
20987,Kari Alvarez,9272
15997,James White,20157
824,Alexis Meyer,22425
16913,Jeffrey Cherry,7169
38780,Tricia Schneider,9363
23329,Kyle Carter,2102
37339,Terry Brown,29820
19223,Jonathan Hansen,24111
24393,Lindsey Jenkins,35689
10269,Dawn Larson,23659
6932,Charlotte Ferguson,12685
15827,James Martinez,16880
15750,James Harris,1175
21579,Katrina Lopez,10860
27402,Michael Bailey,23687
19178,Jonathan Cabrera,17786
8314,Colleen Medina,11930
37243,Teresa Nelson,297
38219,Todd Hartman,18253
1199,Alyssa Young,24116
19419,Jordan Moore,34888
14473,Haley Duarte,14319
28292,Michelle Webb,39164
10873,Derrick Garcia,1747
25917,Mark Patrick,11287
28901,Mr. Jeremy Kaiser,27557
35967,Stephanie Torres,2179
23242,Kristy Alexander,9966
17384,Jennifer Moore,32036
1841,Amy Tyler,26616
36247,Steven Hancock,28872
23297,Kurt Elliott,24276
39046,Valerie Randolph,2635
9325,Daniel Johnson,24823
20117,Joshua Vargas,22352
5737,Caitlin Jackson,13921
24264,Linda Miller,33638
38762,Trevor Pierce MD,13811
37906,Timothy Bailey,35477
39521,Walter Martin MD,22167
26961,Melanie Jones,38713
28527,Mitchell Ortiz,34242
22905,Krista Hall,32398
22458,Kevin Pham,12627
15758,James Higgins,39520
7703,Christopher George,28518
10471,Deborah Jones,8638
7584,Christopher Ballard,20372
30074,Nicole Fuller,33580
38111,Tina Evans,15031
23806,Lauren Fernandez,3232
6350,Casey Hawkins,6101
18377,Jimmy Scott,7006
20838,Karen Contreras,27702
6827,Charles Mason,35140
31237,Philip Douglas,24113
22111,Kenneth Brown,1833
7463,Christine Graham,17866
19845,Joseph Solis,1495
17737,Jerome Richards,6460
243,Adam Lam,26032
24004,Leah Moore,27805
6055,Carmen Ewing,16904
24780,Lori Barrett,16401
25945,Mark Schmitt,2909
13658,Frederick Baker,13896
20440,Julie Harvey,16128
15600,Jake Zimmerman,18722
22982,Kristen Kim,10240
15180,Isabel Craig,16841
2408,Angela Gibson,22695
1549,Amber Juarez,23200
6018,Carlos Rhodes,13852
8520,Cory Rivera,9801
15486,Jacqueline Jones,22489
5057,Brian Fuentes,23303
8777,Crystal Miller,22333
36614,Susan White,7811
5594,Bruce White,32053
25460,Maria Alexander,18529
1939,Andrea Chapman,22168
7153,Chris Alvarez,9120
26402,Matthew Cameron PhD,24381
33865,Samuel Ross,32250
24975,Luis Cortez,30260
5998,Carlos Hess,20357
23301,Kurt Jones,24232
21379,Kathryn Lamb,35571
18825,John Keith,5884
29780,Nicholas Anderson,14931
30439,Pamela Gardner,14242
6604,Cesar Banks,21416
1233,Amanda Byrd,3037
16106,Jamie Parker,18529
36869,Tammy Patterson,29260
26370,Matthew Avila,5328
3497,Ashley Nunez,35116
35478,Sherry Young,32379
23152,Kristin Wood,38414
27778,Michael Perkins,6747
12221,Edward Richardson,25420
22523,Kevin Wolf,26186
28509,Mitchell Gallegos,14888
34433,Scott Bullock,34674
12266,Edwin Floyd,2879
34430,Scott Brown,10420
38870,Tyler Chen,11632
34925,Shannon Miller,9153
25982,Mark Wise,21752
2184,Andrew Neal,25311
29315,Mrs. Sandra Goodwin,6243
34227,Sarah Hays,5169
3283,Ariana Green,9812
15569,Jaime Maxwell,1844
5440,Brittany Russell,10696
16101,Jamie Nielsen,25460
26474,Matthew Henry,3138
26650,Matthew Willis,38415
12710,Emily Moore,12063
33998,Sandra Smith,31137
31650,Raven Phillips,19735
19499,Jose Campbell,30320
32648,Robert Hill,12170
17665,Jeremy Myers,33403
26634,Matthew Wade,36276
25482,Maria Costa,2716
3549,Ashley Sparks,163
34116,Sara Smith,12847
30127,Nicole Logan,7834
11430,Donna Olson,17772
2605,Anita Lang,39475
22255,Kent Blackburn,23687
22153,Kenneth Hall,16981
39319,Victoria Carey,31405
9749,Darren Wilson,24027
15687,James Diaz,5713
16332,Jasmine Alvarez,7223
10937,Destiny Mason,37358
12444,Elizabeth Howell,18074
25227,Manuel Bates,13220
1993,Andrea Lopez,15178
21321,Kathleen Taylor,22301
8905,Cynthia Davis,17546
7109,Cheryl Rojas,4059
36740,Tamara Gibson,37311
18698,John Cline,8160
637,Alexander Miller,31274
18533,Jody Wolf,25645
32070,Rhonda Hall,20545
24786,Lori Brock,4262
2899,Anthony Brown,13952
11170,Dillon Wood,4333
4196,Billy Davis,13444
35955,Stephanie Singh,37702
10559,Debra Herrera,12617
39750,Whitney Lutz,19578
24347,Lindsay Newman,15186
2261,Andrew Tucker,34524
17256,Jennifer Gardner,10015
15558,Jaime Foster,23700
28817,Mr. Collin Barr,20954
5359,Brittany Cook,13913
30530,Parker Howard,2927
22885,Kirk Miller,17161
19317,Jonathan Stephenson,4568
37112,Taylor May,11035
24600,Lisa Marshall,5994
25379,Margaret Butler,29930
31514,Rachel Walsh,10819
10691,Denise Smith,23662
4511,Brandon Collins,35657
13831,Gary Benjamin,12207
27227,Melissa Perez,34201
9957,David Haynes,18901
19539,Jose Joseph,11835
25986,Mark Wright,34206
698,Alexandra Case,31642
19584,Jose Taylor,19675
35928,Stephanie Pena,14795
27347,Mercedes Walker,1037
35127,Shawn Carroll,27641
1857,Amy Woodard,4941
398,Aimee Sosa,16069
15372,Jacob Long,20174
34338,Sarah Schneider,23062
28745,Morgan Smith,11221
28045,Michele Torres,36633
6876,Charles Rivers,26214
14967,Henry Turner,21594
18748,John Flores,36855
28087,Michelle Case,15810
28237,Michelle Ramirez,31781
30044,Nicole Conway,31318
38639,Tracy Wilson,18791
25979,Mark White,37462
16538,Jason Lee,35312
3259,April Rowe,29595
21021,Karina Jimenez,37504
26231,Mary Mendez,15049
33923,Sandra Guerra,33474
23587,Laura Ballard,18508
13851,Gary Fox,3221
24292,Linda Sexton,503
16003,James Wilson,38319
38162,Tina Rangel,3897
20923,Karen Myers,21264
27694,Michael Martinez,30055
9325,Daniel Johnson,27015
7316,Christina Guzman,36972
9381,Daniel Oconnell,28877
2181,Andrew Morris,10633
26565,Matthew Perez,16649
7251,Christie Hurst,8684
7956,Christopher Tran,25913
13720,Gabriel Morgan,29135
35933,Stephanie Pope,38809
8893,Cynthia Brown,13982
19697,Joseph Gonzalez,36632
6031,Carlos Thompson,15280
3448,Ashley Jennings,25805
8758,Crystal Jones,10017
14401,Gregory Richardson,13815
27269,Melissa Smith,34741
35404,Sherri Gibson,20893
35383,Sheri Gomez,20668
18517,Jodi Smith,25915
5186,Brian Schroeder,10679
26424,Matthew Dougherty,23690
17911,Jessica Armstrong,33308
25717,Marissa Smith,563
28497,Mitchell Baker,5717
39342,Victoria Hall,23705
1635,Amy Becker,32593
1340,Amanda Little,1487
12968,Eric Rodriguez,34745
5462,Brittany Wallace,29744
6124,Carol Pierce,14037
16919,Jeffrey Cruz,30918
7983,Christopher Williams,32835
27978,Michele Blake,7407
14617,Harry Greene,9001
27223,Melissa Parker,7839
39823,William Clark,26435
13601,Frank Molina,13531
14623,Harry Robinson,23645
26361,Matthew Alexander,21448
25041,Luke Patterson,30839
7832,Christopher Moreno,28096
15357,Jacob Hurst,20456
29466,Nancy Long,11143
26358,Matthew Adams,9665
32834,Robert Thomas,6015
5836,Cameron Garcia,37315
12840,Eric Campbell,7141
17592,Jeremy Beck,38849
33487,Ryan Meyer,27435
21500,Katie Brown,39421
22454,Kevin Perry,34108
8561,Courtney Gonzalez,13797
31242,Philip Harding,762
19175,Jonathan Bryan,35090
442,Alan Rubio,12223
37600,Thomas Kirk,1760
38667,Travis Frank,8467
12051,Dylan Meadows,9566
29682,Nathan Landry,8855
31948,Regina Hines MD,10116
28914,Mr. John Adkins,19350
2774,Anna Swanson,35289
305,Adam Turner,17002
23623,Laura Decker,26727
262,Adam Nelson,38566
13049,Erica Davis,16665
26742,Megan Acevedo,14104
18963,John Rojas,5496
14461,Hailey Pollard,20667
20343,Julia Reeves,25240
5974,Carla Rodriguez,15480
15248,Jack Mendez,10040
3471,Ashley Martinez,37556
16990,Jeffrey Lewis,23181
203,Adam Downs,38766
28834,Mr. David Pierce,8976
7844,Christopher Norris,3798
10780,Dennis Wagner,24813
25830,Mark Hickman DVM,26988
5591,Bruce Torres Jr.,36783
7819,Christopher Mejia,19460
35175,Shawn Ramirez,31274
38112,Tina Faulkner,4833
14691,Heather Foster,31867
22124,Kenneth Coleman,19340
31925,Rebekah Schmidt,26461
35589,Spencer Nelson,37826
31455,Rachel Mcdaniel,33141
35093,Sharon Walters,34652
10058,David Morales,30420
19432,Jordan Rosario,34935
38815,Troy Gonzales,25647
5647,Bryan Kelly,8687
35522,Sierra Henderson,31240
20694,Justin Steele,32340
34887,Shannon Friedman,31526
28177,Michelle Leon,16312
13465,Felicia Gray,31905
21996,Kelly Townsend,6570
34264,Sarah Leach,31752
36555,Susan Newton,36442
5184,Brian Ruiz,10970
9132,Dana Gonzales,23075
21436,Kathy Bartlett,16532
9496,Danielle Bentley,28337
28371,Mindy Vaughn,5884
21930,Kelly Lindsey,25143
8826,Crystal Young,14221
31244,Philip Jackson,23142
28982,Mr. Malik Velasquez DDS,3350
12536,Elizabeth Rivera,5980
32951,Robin Howell,9638
33049,Rodney Ortiz,24216
31512,Rachel Vasquez,22577
14888,Heidi Hernandez,30178
4589,Brandon Moses,16280
37119,Taylor Morgan,4631
19419,Jordan Moore,37272
36062,Stephen Hudson,30162
38663,Travis Eaton MD,777
40309,Zachary Sanchez,20425
7523,Christine Parker,21225
32115,Ricardo Baker,28851
19840,Joseph Sims,9247
1245,Amanda Clements,18816
12988,Eric Smith,3821
30461,Pamela Jenkins,8678
29308,Mrs. Rachel Robinson MD,16712
12468,Elizabeth Little,22616
19663,Joseph Dodson,22157
33263,Ross Sandoval,10735
27353,Meredith Drake,22420
7761,Christopher Ingram,6645
5308,Brianna Wheeler,36369
26481,Matthew Holland MD,19868
36866,Tammy Orozco,34525
13604,Frank Pena,14914
4045,Beth Burgess,29528
28888,Mr. Jay Wilson,3150
5125,Brian Mitchell,18380
14646,Heather Adams,5797
2060,Andrew Anderson,2000
5009,Brian Carter,20678
6702,Chad Williams,14254
30883,Paul Castillo,20957
23951,Lawrence Cross,36380
31832,Rebecca Miller,37706
16474,Jason Flowers,36066
17340,Jennifer Kline,22215
36382,Steven Strickland,3659
27422,Michael Bennett,18731
10887,Derrick Morrison,11099
31679,Raymond Finley,34110
431,Alan Michael,28175
28211,Michelle Moore,10993
20742,Kaitlyn Collier,22000
24825,Lori Jackson,25123
37515,Thomas Bishop,14016
39949,William Lopez,27418
508,Alejandro Oneal,33960
11690,Dr. Dawn Williams DDS,23717
22811,Kimberly Ramos,511
35208,Shawn Wilson,30352
7359,Christina Nguyen,27026
11208,Dominique Ward,19950
5756,Caitlin Wallace,19313
40233,Zachary Carlson,12149
27868,Michael Stewart,32143
34925,Shannon Miller,15266
26199,Mary Kaiser,24141
14951,Henry Nelson,29763
1368,Amanda Moon,18629
1372,Amanda Morris,11729
16029,Jamie Case,27874
34524,Scott Maxwell,10070
5931,Carl Smith,30616
24498,Lisa Esparza,3344
31193,Peter Myers,446
26640,Matthew Warren,10910
39053,Valerie Smith,35764
22768,Kimberly Mccoy,28517
10406,Debbie Kelly,20684
29650,Nathan Choi,10677
27806,Michael Reyes,15546
10557,Debra Harrison MD,1816
7487,Christine Johnston,14516
31131,Peter Ball,28889
21785,Keith Olson,16950
24303,Linda Torres,31964
19367,Jordan Barber DVM,38464
3290,Ariana Walton,14141
37927,Timothy Casey,37497
27327,Melvin Bowman,11098
4406,Bradley Navarro,22067
19000,John Suarez,28872
15155,Isaac Hampton,1062
28682,Monique Hardy,14968
22270,Kerri White,19749
24475,Lisa Cox,30996
28247,Michelle Rios,23719
9341,Daniel Lopez,31106
19933,Joshua Cohen,30005
11051,Diana Ramirez,6407
21504,Katie Carney,18615
9624,Danny Downs,11370
32139,Richard Allen,2049
1703,Amy Gay,15691
11231,Donald Barnes,36244
19272,Jonathan Moreno,21423
4124,Betty Bullock,14188
6341,Casey Davis,37354
12527,Elizabeth Reed,14828
4238,Blake Lopez,32983
17300,Jennifer Hernandez,39096
26774,Megan Fernandez,16900
29840,Nicholas Guerra,7066
24509,Lisa Garcia,12345
19660,Joseph Davis,35523
25002,Luis Pacheco,8259
33365,Ruth Jacobs,16549
34004,Sandra Taylor,28482
1356,Amanda Mcintyre,16943
37901,Timothy Anderson,24543
2898,Anthony Brooks,24970
18170,Jessica Smith,14127
3394,Ashley Estrada,10475
33134,Ronald Fowler,20422
22195,Kenneth Moore,14104
12776,Emily Watkins,25115
5079,Brian Hensley,10269
12521,Elizabeth Perkins,18968
8358,Colton Kerr,12065
32290,Richard Moss,9955
3780,Barbara Hall,25936
30213,Nicole Williams,11276
15328,Jacob Cole,33791
8845,Curtis Garner,34669
309,Adam Walker,26548
28419,Miss Jennifer Glass DVM,13626
7532,Christine Riley,11630
11491,Dorothy Fisher,35506
35883,Stephanie Lewis,18105
